cid1,cid2
159,4411
159,4485
159,4583
159,4594
159,4595
159,4635
159,4679
159,4691
159,4812
159,4873
159,4894
159,4900
159,4917
159,4927
159,4943
159,4946
159,5029
159,5035
159,5039
159,5203
159,5212
159,5267
159,5391
159,5496
159,5523
159,5556
159,5651
159,5732
159,6691
159,27661
159,41781
159,54454
159,60831
159,62924
159,83786
159,87177
159,104865
159,125889
159,145068
159,152945
159,197712
159,5311181
159,5311297
191,772
191,838
191,853
191,937
191,1117
191,1983
191,2022
191,2083
191,2156
191,2162
191,2244
191,2249
191,2250
191,2520
191,2585
191,2617
191,2622
191,2656
191,2666
191,2771
191,2803
191,2806
191,2891
191,2909
191,3062
191,3075
191,3325
191,3345
191,3365
191,3367
191,3405
191,3440
191,3446
191,3478
191,3510
191,3639
191,3640
191,3672
191,3676
191,3746
191,3883
191,3937
191,3958
191,4053
191,4091
191,4112
191,4159
191,4168
191,4171
191,4173
191,4253
191,4485
191,4510
191,4583
191,4594
191,4635
191,4679
191,4829
191,4873
191,4889
191,4894
191,4943
191,5038
191,5039
191,5064
191,5090
191,5203
191,5234
191,5372
191,5394
191,5645
191,5647
191,5650
191,5651
191,5732
191,6691
191,8953
191,27661
191,54454
191,54688
191,60831
191,83786
191,125889
191,5311297
206,453
206,772
206,838
206,853
206,1117
206,1690
206,1775
206,1971
206,1983
206,2022
206,2083
206,2088
206,2118
206,2160
206,2162
206,2244
206,2249
206,2250
206,2269
206,2474
206,2520
206,2585
206,2622
206,2656
206,2764
206,2771
206,2803
206,2806
206,2891
206,3003
206,3016
206,3032
206,3062
206,3075
206,3121
206,3203
206,3222
206,3279
206,3325
206,3339
206,3345
206,3348
206,3365
206,3385
206,3405
206,3414
206,3440
206,3446
206,3454
206,3467
206,3488
206,3510
206,3559
206,3640
206,3648
206,3658
206,3661
206,3672
206,3676
206,3706
206,3746
206,3877
206,3883
206,3890
206,3929
206,3937
206,3954
206,3958
206,3961
206,4052
206,4091
206,4159
206,4168
206,4171
206,4173
206,4253
206,4510
206,4583
206,4594
206,4595
206,4609
206,4635
206,4666
206,4679
206,4691
206,4812
206,4873
206,4894
206,4900
206,4917
206,4927
206,4943
206,5002
206,5029
206,5038
206,5039
206,5073
206,5076
206,5090
206,5155
206,5203
206,5212
206,5234
206,5267
206,5391
206,5523
206,5645
206,5651
206,5726
206,5732
206,6691
206,8953
206,19090
206,24486
206,28112
206,38904
206,54374
206,54454
206,54688
206,65999
206,74989
206,83786
206,87177
206,148211
206,150311
206,3468412
206,5311048
206,5311297
206,5381226
206,6398525
214,444
214,772
214,853
214,1117
214,1302
214,1972
214,1983
214,2022
214,2083
214,2088
214,2160
214,2162
214,2244
214,2249
214,2250
214,2405
214,2520
214,2554
214,2585
214,2617
214,2764
214,2771
214,2802
214,2806
214,2891
214,2909
214,3003
214,3016
214,3032
214,3075
214,3157
214,3222
214,3308
214,3325
214,3333
214,3345
214,3348
214,3365
214,3386
214,3405
214,3414
214,3440
214,3446
214,3463
214,3478
214,3488
214,3639
214,3661
214,3672
214,3676
214,3702
214,3780
214,3793
214,3821
214,3877
214,3883
214,3911
214,3929
214,3937
214,3957
214,3961
214,4091
214,4112
214,4159
214,4171
214,4192
214,4253
214,4485
214,4506
214,4510
214,4583
214,4594
214,4675
214,4679
214,4740
214,4829
214,4873
214,4885
214,4889
214,4894
214,4900
214,4943
214,4946
214,5038
214,5039
214,5073
214,5206
214,5212
214,5234
214,5267
214,5372
214,5408
214,5556
214,5645
214,5650
214,5651
214,5656
214,5732
214,6691
214,8953
214,27661
214,39765
214,54454
214,60147
214,60612
214,62924
214,71616
214,77999
214,83786
214,110634
214,110635
214,150311
214,4475485
271,444
271,453
271,581
271,598
271,772
271,853
271,861
271,937
271,1065
271,1117
271,1302
271,1690
271,1775
271,1983
271,2019
271,2022
271,2083
271,2088
271,2118
271,2153
271,2156
271,2160
271,2162
271,2244
271,2249
271,2250
271,2265
271,2269
271,2405
271,2471
271,2520
271,2522
271,2524
271,2541
271,2550
271,2554
271,2585
271,2610
271,2617
271,2622
271,2650
271,2656
271,2658
271,2662
271,2666
271,2678
271,2764
271,2771
271,2786
271,2802
271,2803
271,2806
271,2812
271,2891
271,2895
271,2907
271,2909
271,2955
271,3003
271,3016
271,3062
271,3075
271,3121
271,3148
271,3157
271,3222
271,3249
271,3310
271,3325
271,3333
271,3339
271,3345
271,3348
271,3350
271,3365
271,3385
271,3386
271,3403
271,3405
271,3419
271,3440
271,3446
271,3454
271,3463
271,3467
271,3476
271,3478
271,3488
271,3559
271,3637
271,3639
271,3640
271,3648
271,3658
271,3672
271,3676
271,3690
271,3715
271,3736
271,3746
271,3749
271,3780
271,3784
271,3869
271,3883
271,3929
271,3937
271,3954
271,3957
271,3958
271,3961
271,3962
271,4034
271,4091
271,4112
271,4159
271,4168
271,4170
271,4171
271,4173
271,4195
271,4201
271,4205
271,4253
271,4259
271,4264
271,4411
271,4485
271,4510
271,4547
271,4583
271,4585
271,4594
271,4595
271,4603
271,4616
271,4634
271,4635
271,4674
271,4679
271,4691
271,4740
271,4829
271,4873
271,4885
271,4889
271,4894
271,4900
271,4917
271,4927
271,5002
271,5005
271,5029
271,5038
271,5039
271,5040
271,5064
271,5073
271,5090
271,5095
271,5152
271,5203
271,5212
271,5234
271,5245
271,5267
271,5358
271,5372
271,5376
271,5379
271,5391
271,5401
271,5408
271,5426
271,5512
271,5514
271,5523
271,5533
271,5544
271,5647
271,5650
271,5651
271,5656
271,5732
271,5978
271,6691
271,8953
271,19090
271,24486
271,27661
271,41781
271,54454
271,54688
271,60147
271,60754
271,60831
271,60835
271,62924
271,64147
271,68740
271,71616
271,74989
271,77999
271,83786
271,87177
271,93860
271,119607
271,125889
271,130881
271,150311
271,156419
271,176168
271,197712
271,216326
271,443871
271,444013
271,508230
271,3002190
271,3085017
271,3468412
271,4475485
271,5281104
271,5311297
271,5329102
271,5493444
271,6398525
298,1117
298,1690
298,1983
298,2022
298,2088
298,2162
298,2171
298,2244
298,2249
298,2269
298,2474
298,2550
298,2656
298,2658
298,2713
298,2764
298,2907
298,3003
298,3032
298,3062
298,3161
298,3255
298,3345
298,3365
298,3386
298,3405
298,3440
298,3446
298,3467
298,3640
298,3672
298,3676
298,3715
298,3883
298,3929
298,3937
298,3958
298,4112
298,4168
298,4171
298,4173
298,4583
298,4594
298,4595
298,4834
298,4894
298,4943
298,5038
298,5039
298,5391
298,5478
298,5578
298,5651
298,6691
298,54454
298,83786
298,87177
298,504578
298,3468412
444,450
444,581
444,596
444,772
444,838
444,853
444,861
444,937
444,942
444,1065
444,1117
444,1206
444,1302
444,1690
444,1775
444,1971
444,1978
444,1983
444,1986
444,2022
444,2083
444,2088
444,2092
444,2099
444,2118
444,2130
444,2141
444,2153
444,2156
444,2160
444,2162
444,2171
444,2187
444,2244
444,2249
444,2250
444,2265
444,2267
444,2269
444,2284
444,2308
444,2311
444,2369
444,2375
444,2405
444,2435
444,2462
444,2471
444,2474
444,2476
444,2477
444,2487
444,2512
444,2520
444,2522
444,2524
444,2541
444,2550
444,2554
444,2576
444,2585
444,2609
444,2610
444,2617
444,2646
444,2656
444,2658
444,2662
444,2666
444,2678
444,2726
444,2733
444,2749
444,2756
444,2764
444,2771
444,2786
444,2801
444,2802
444,2803
444,2806
444,2812
444,2818
444,2891
444,2895
444,2907
444,2909
444,2955
444,2978
444,3003
444,3007
444,3008
444,3016
444,3032
444,3042
444,3043
444,3059
444,3062
444,3075
444,3108
444,3121
444,3143
444,3148
444,3152
444,3154
444,3157
444,3158
444,3161
444,3203
444,3222
444,3249
444,3255
444,3279
444,3308
444,3310
444,3324
444,3325
444,3333
444,3339
444,3345
444,3348
444,3350
444,3365
444,3372
444,3382
444,3385
444,3386
444,3393
444,3394
444,3403
444,3404
444,3405
444,3410
444,3419
444,3440
444,3446
444,3449
444,3454
444,3461
444,3463
444,3467
444,3476
444,3478
444,3488
444,3494
444,3510
444,3516
444,3559
444,3639
444,3640
444,3648
444,3652
444,3657
444,3658
444,3672
444,3676
444,3696
444,3702
444,3715
444,3736
444,3746
444,3749
444,3750
444,3767
444,3780
444,3793
444,3823
444,3825
444,3826
444,3869
444,3877
444,3878
444,3883
444,3890
444,3899
444,3902
444,3911
444,3929
444,3937
444,3954
444,3957
444,3958
444,3961
444,3962
444,4034
444,4052
444,4054
444,4058
444,4075
444,4091
444,4095
444,4107
444,4112
444,4138
444,4158
444,4159
444,4168
444,4170
444,4171
444,4173
444,4178
444,4189
444,4195
444,4200
444,4205
444,4212
444,4236
444,4253
444,4259
444,4264
444,4409
444,4411
444,4428
444,4440
444,4449
444,4451
444,4463
444,4485
444,4506
444,4509
444,4510
444,4513
444,4536
444,4542
444,4543
444,4547
444,4583
444,4585
444,4594
444,4595
444,4599
444,4601
444,4603
444,4609
444,4614
444,4616
444,4634
444,4635
444,4666
444,4674
444,4679
444,4691
444,4740
444,4745
444,4748
444,4771
444,4819
444,4829
444,4845
444,4856
444,4873
444,4885
444,4889
444,4894
444,4900
444,4909
444,4917
444,4920
444,4927
444,4943
444,4946
444,4999
444,5002
444,5005
444,5029
444,5035
444,5038
444,5039
444,5064
444,5073
444,5076
444,5077
444,5078
444,5090
444,5095
444,5152
444,5155
444,5195
444,5203
444,5210
444,5212
444,5234
444,5245
444,5253
444,5267
444,5291
444,5352
444,5358
444,5372
444,5376
444,5379
444,5391
444,5394
444,5401
444,5402
444,5408
444,5412
444,5426
444,5454
444,5466
444,5472
444,5478
444,5487
444,5512
444,5514
444,5523
444,5530
444,5533
444,5538
444,5544
444,5556
444,5572
444,5584
444,5596
444,5645
444,5647
444,5650
444,5651
444,5656
444,5717
444,5719
444,5726
444,5731
444,5732
444,5734
444,5735
444,5878
444,6691
444,8953
444,10631
444,12536
444,16231
444,19090
444,24011
444,24486
444,27661
444,27686
444,28112
444,32797
444,34312
444,38904
444,41317
444,41774
444,41781
444,54374
444,54454
444,54688
444,54841
444,56339
444,57469
444,57537
444,59708
444,60147
444,60164
444,60184
444,60198
444,60754
444,60787
444,60795
444,60831
444,60835
444,60843
444,60852
444,60854
444,60865
444,60953
444,62924
444,64147
444,65999
444,68740
444,71158
444,71329
444,72054
444,74989
444,77993
444,77999
444,83786
444,87177
444,91270
444,93860
444,104741
444,104865
444,110634
444,110635
444,115237
444,119607
444,122316
444,123620
444,123631
444,124087
444,125017
444,125889
444,130881
444,131536
444,148192
444,148211
444,150310
444,150311
444,152945
444,154059
444,160051
444,163742
444,170361
444,176870
444,197712
444,213039
444,216239
444,216326
444,443871
444,504578
444,667490
444,1349907
444,3002190
444,3062316
444,3081884
444,3085017
444,3468412
444,4183806
444,4475485
444,4659568
444,5282226
444,5311048
444,5311181
444,5311297
444,5329102
444,5353980
444,5381226
444,5481350
444,5487301
444,6398525
444,6398970
444,6447131
450,581
450,596
450,772
450,838
450,853
450,861
450,937
450,942
450,1065
450,1071
450,1117
450,1302
450,1690
450,1775
450,1978
450,1983
450,2022
450,2083
450,2088
450,2099
450,2118
450,2153
450,2156
450,2160
450,2162
450,2171
450,2187
450,2244
450,2249
450,2250
450,2265
450,2267
450,2269
450,2284
450,2308
450,2311
450,2405
450,2435
450,2462
450,2471
450,2477
450,2487
450,2512
450,2520
450,2524
450,2541
450,2550
450,2554
450,2576
450,2585
450,2609
450,2617
450,2658
450,2662
450,2666
450,2678
450,2732
450,2733
450,2749
450,2756
450,2764
450,2771
450,2786
450,2802
450,2803
450,2806
450,2812
450,2891
450,2895
450,2907
450,2909
450,2955
450,3003
450,3007
450,3016
450,3032
450,3042
450,3062
450,3075
450,3108
450,3121
450,3143
450,3152
450,3154
450,3157
450,3158
450,3161
450,3222
450,3249
450,3255
450,3261
450,3305
450,3308
450,3324
450,3325
450,3333
450,3339
450,3345
450,3348
450,3350
450,3355
450,3365
450,3385
450,3386
450,3393
450,3403
450,3404
450,3405
450,3410
450,3419
450,3440
450,3446
450,3461
450,3463
450,3476
450,3478
450,3488
450,3494
450,3510
450,3516
450,3559
450,3639
450,3640
450,3648
450,3652
450,3658
450,3672
450,3675
450,3676
450,3696
450,3702
450,3715
450,3746
450,3749
450,3750
450,3823
450,3825
450,3826
450,3869
450,3878
450,3883
450,3890
450,3899
450,3902
450,3911
450,3937
450,3954
450,3957
450,3958
450,3961
450,3962
450,4034
450,4052
450,4054
450,4058
450,4064
450,4075
450,4091
450,4107
450,4112
450,4158
450,4159
450,4168
450,4170
450,4171
450,4173
450,4205
450,4236
450,4253
450,4259
450,4409
450,4411
450,4440
450,4449
450,4485
450,4509
450,4510
450,4513
450,4536
450,4542
450,4543
450,4583
450,4585
450,4594
450,4595
450,4599
450,4601
450,4603
450,4609
450,4614
450,4616
450,4634
450,4635
450,4666
450,4674
450,4679
450,4691
450,4740
450,4771
450,4819
450,4829
450,4845
450,4856
450,4873
450,4885
450,4889
450,4894
450,4900
450,4909
450,4917
450,4920
450,4927
450,4943
450,4946
450,4991
450,4999
450,5002
450,5005
450,5029
450,5035
450,5038
450,5039
450,5040
450,5064
450,5073
450,5077
450,5078
450,5090
450,5095
450,5152
450,5195
450,5203
450,5210
450,5212
450,5234
450,5245
450,5267
450,5291
450,5352
450,5358
450,5372
450,5376
450,5379
450,5391
450,5402
450,5408
450,5426
450,5478
450,5487
450,5496
450,5512
450,5514
450,5523
450,5530
450,5533
450,5538
450,5544
450,5556
450,5578
450,5647
450,5650
450,5651
450,5656
450,5717
450,5719
450,5731
450,5732
450,5734
450,5735
450,6691
450,10631
450,16231
450,19090
450,24486
450,27661
450,27991
450,28112
450,32797
450,34312
450,38904
450,41317
450,41781
450,54374
450,54454
450,54547
450,54688
450,54841
450,59708
450,60198
450,60696
450,60795
450,60831
450,60835
450,60852
450,60854
450,60865
450,60953
450,62924
450,65999
450,68740
450,71329
450,72054
450,77993
450,77999
450,83786
450,87177
450,91270
450,93860
450,104865
450,115237
450,119607
450,123606
450,123620
450,124087
450,125017
450,125889
450,130881
450,148211
450,150311
450,154059
450,160051
450,170361
450,197712
450,216326
450,443871
450,667490
450,3002190
450,3081884
450,3468412
450,4183806
450,4475485
450,5281104
450,5282226
450,5311027
450,5311048
450,5311181
450,5311297
450,5329102
450,5353980
450,5487301
450,6398525
450,6398970
450,6447131
453,564
453,581
453,596
453,598
453,772
453,838
453,853
453,1117
453,1690
453,1775
453,1972
453,1983
453,2022
453,2083
453,2088
453,2141
453,2142
453,2156
453,2162
453,2173
453,2244
453,2249
453,2250
453,2269
453,2471
453,2474
453,2478
453,2524
453,2550
453,2554
453,2578
453,2585
453,2617
453,2622
453,2656
453,2658
453,2662
453,2756
453,2764
453,2771
453,2802
453,2803
453,2806
453,2812
453,2907
453,2909
453,3003
453,3016
453,3032
453,3062
453,3075
453,3121
453,3143
453,3148
453,3255
453,3310
453,3325
453,3345
453,3365
453,3385
453,3403
453,3405
453,3440
453,3446
453,3454
453,3461
453,3467
453,3476
453,3478
453,3488
453,3510
453,3559
453,3640
453,3661
453,3672
453,3676
453,3690
453,3724
453,3746
453,3750
453,3763
453,3826
453,3869
453,3883
453,3929
453,3937
453,3954
453,3958
453,3961
453,4112
453,4159
453,4168
453,4170
453,4171
453,4173
453,4192
453,4212
453,4253
453,4411
453,4473
453,4485
453,4497
453,4510
453,4583
453,4585
453,4594
453,4595
453,4635
453,4666
453,4675
453,4679
453,4691
453,4834
453,4873
453,4894
453,4900
453,4917
453,4927
453,4943
453,4946
453,5002
453,5038
453,5039
453,5206
453,5234
453,5372
453,5391
453,5394
453,5496
453,5645
453,5651
453,5672
453,5719
453,5732
453,6691
453,8953
453,19090
453,24486
453,27661
453,38904
453,39765
453,54454
453,59708
453,60696
453,60843
453,64147
453,83786
453,87177
453,123631
453,148211
453,151165
453,156419
453,3085017
453,3468412
453,5281104
453,5311039
453,5311048
564,596
564,772
564,838
564,853
564,1117
564,1983
564,2022
564,2083
564,2156
564,2162
564,2244
564,2249
564,2250
564,2269
564,2617
564,2622
564,2764
564,2909
564,2955
564,3062
564,3075
564,3325
564,3345
564,3365
564,3386
564,3405
564,3440
564,3454
564,3463
564,3639
564,3640
564,3746
564,3883
564,3937
564,3957
564,3958
564,4112
564,4168
564,4171
564,4173
564,4253
564,4510
564,4583
564,4594
564,4595
564,4675
564,4873
564,4917
564,5039
564,5203
564,5372
564,5426
564,5647
564,5651
564,5732
564,6691
564,8953
564,27991
564,54374
564,54454
564,83786
564,150311
564,216326
564,3468412
564,4475485
564,5493381
581,596
581,772
581,838
581,853
581,937
581,1117
581,1302
581,1690
581,1775
581,1972
581,1983
581,2022
581,2083
581,2088
581,2118
581,2142
581,2153
581,2156
581,2160
581,2162
581,2171
581,2173
581,2244
581,2249
581,2250
581,2265
581,2269
581,2284
581,2308
581,2405
581,2462
581,2471
581,2520
581,2524
581,2541
581,2550
581,2554
581,2585
581,2617
581,2622
581,2650
581,2656
581,2658
581,2662
581,2666
581,2678
581,2713
581,2756
581,2764
581,2771
581,2786
581,2803
581,2806
581,2891
581,2907
581,2909
581,3003
581,3016
581,3032
581,3062
581,3075
581,3121
581,3143
581,3152
581,3157
581,3158
581,3161
581,3222
581,3255
581,3310
581,3325
581,3333
581,3339
581,3345
581,3350
581,3355
581,3365
581,3367
581,3373
581,3385
581,3386
581,3405
581,3410
581,3440
581,3446
581,3454
581,3461
581,3467
581,3476
581,3478
581,3488
581,3510
581,3516
581,3559
581,3639
581,3640
581,3648
581,3652
581,3658
581,3661
581,3672
581,3676
581,3715
581,3724
581,3736
581,3746
581,3749
581,3767
581,3780
581,3793
581,3825
581,3826
581,3877
581,3878
581,3883
581,3899
581,3929
581,3937
581,3954
581,3957
581,3958
581,3961
581,4058
581,4091
581,4112
581,4159
581,4168
581,4170
581,4171
581,4173
581,4192
581,4205
581,4211
581,4253
581,4259
581,4264
581,4473
581,4485
581,4510
581,4539
581,4583
581,4585
581,4594
581,4595
581,4607
581,4609
581,4616
581,4634
581,4635
581,4666
581,4674
581,4679
581,4691
581,4740
581,4812
581,4829
581,4834
581,4856
581,4873
581,4885
581,4889
581,4894
581,4900
581,4917
581,4927
581,4943
581,4946
581,5002
581,5005
581,5029
581,5038
581,5039
581,5040
581,5064
581,5073
581,5090
581,5152
581,5203
581,5212
581,5234
581,5245
581,5253
581,5267
581,5372
581,5379
581,5391
581,5394
581,5401
581,5496
581,5523
581,5544
581,5645
581,5647
581,5650
581,5651
581,5656
581,5672
581,5732
581,5978
581,6691
581,8953
581,9052
581,19090
581,24486
581,27661
581,27686
581,36339
581,38904
581,41693
581,41781
581,51263
581,54374
581,54454
581,54547
581,54688
581,59708
581,60147
581,60184
581,60696
581,60831
581,62924
581,64147
581,68740
581,71616
581,77999
581,83786
581,87177
581,93860
581,104865
581,119607
581,123620
581,123631
581,124087
581,125889
581,150311
581,163742
581,176870
581,3002190
581,3468412
581,4475485
581,5281104
581,5282044
581,5311039
581,5311048
581,5311082
581,5311297
581,5329102
581,5353980
581,6398525
596,598
596,772
596,838
596,853
596,942
596,1117
596,1546
596,1690
596,1775
596,1972
596,1983
596,1986
596,2019
596,2022
596,2083
596,2088
596,2118
596,2142
596,2156
596,2160
596,2162
596,2171
596,2244
596,2249
596,2250
596,2265
596,2269
596,2274
596,2283
596,2284
596,2405
596,2478
596,2550
596,2554
596,2578
596,2585
596,2617
596,2622
596,2650
596,2656
596,2658
596,2662
596,2678
596,2713
596,2720
596,2725
596,2764
596,2771
596,2786
596,2802
596,2803
596,2812
596,2891
596,2895
596,2907
596,2909
596,2955
596,2973
596,2978
596,3003
596,3016
596,3032
596,3062
596,3075
596,3108
596,3121
596,3148
596,3161
596,3198
596,3203
596,3222
596,3249
596,3255
596,3279
596,3310
596,3324
596,3325
596,3345
596,3348
596,3350
596,3365
596,3367
596,3386
596,3405
596,3419
596,3440
596,3446
596,3454
596,3461
596,3467
596,3476
596,3478
596,3488
596,3510
596,3516
596,3559
596,3639
596,3640
596,3648
596,3657
596,3658
596,3661
596,3672
596,3676
596,3690
596,3715
596,3746
596,3749
596,3767
596,3793
596,3823
596,3826
596,3877
596,3883
596,3929
596,3937
596,3954
596,3957
596,3958
596,3961
596,4053
596,4058
596,4091
596,4112
596,4159
596,4168
596,4171
596,4173
596,4189
596,4192
596,4200
596,4212
596,4253
596,4259
596,4485
596,4510
596,4513
596,4536
596,4583
596,4594
596,4595
596,4609
596,4635
596,4666
596,4679
596,4691
596,4812
596,4829
596,4834
596,4873
596,4889
596,4894
596,4900
596,4917
596,4927
596,4943
596,4946
596,5002
596,5029
596,5038
596,5039
596,5040
596,5064
596,5073
596,5076
596,5155
596,5203
596,5212
596,5234
596,5267
596,5291
596,5358
596,5372
596,5379
596,5391
596,5394
596,5426
596,5453
596,5496
596,5512
596,5515
596,5523
596,5538
596,5544
596,5578
596,5645
596,5647
596,5650
596,5651
596,5656
596,5672
596,5726
596,5732
596,5978
596,6691
596,8953
596,10631
596,13342
596,14888
596,19090
596,27661
596,36339
596,38904
596,41781
596,54374
596,54454
596,54547
596,54688
596,59708
596,60147
596,60184
596,60787
596,60835
596,62924
596,68740
596,71616
596,72467
596,83786
596,87177
596,93860
596,119182
596,125889
596,147912
596,151165
596,667490
596,3062316
596,3468412
596,5311039
596,5311048
596,5311297
596,5473385
596,6398525
598,772
598,853
598,1117
598,1690
598,1775
598,1972
598,1983
598,2019
598,2022
598,2088
598,2160
598,2162
598,2173
598,2244
598,2249
598,2250
598,2478
598,2524
598,2541
598,2550
598,2554
598,2578
598,2585
598,2622
598,2631
598,2650
598,2662
598,2666
598,2764
598,2771
598,2806
598,2907
598,2909
598,2955
598,3003
598,3016
598,3032
598,3062
598,3075
598,3121
598,3143
598,3148
598,3310
598,3325
598,3345
598,3365
598,3367
598,3385
598,3386
598,3405
598,3440
598,3446
598,3461
598,3467
598,3510
598,3559
598,3640
598,3672
598,3690
598,3746
598,3749
598,3877
598,3883
598,3937
598,3954
598,3958
598,4112
598,4159
598,4168
598,4171
598,4173
598,4205
598,4212
598,4253
598,4485
598,4583
598,4594
598,4595
598,4609
598,4635
598,4666
598,4674
598,4679
598,4691
598,4873
598,4894
598,4900
598,4917
598,4927
598,4943
598,5038
598,5039
598,5184
598,5234
598,5291
598,5372
598,5426
598,5453
598,5496
598,5514
598,5645
598,5647
598,5651
598,5656
598,5672
598,5732
598,5978
598,6691
598,8953
598,10631
598,13342
598,38904
598,41781
598,54454
598,60754
598,68740
598,71616
598,72467
598,83786
598,87177
598,93860
598,151165
598,444013
598,667490
598,3085017
598,5281007
598,5311039
598,5311048
772,838
772,853
772,861
772,937
772,942
772,1065
772,1071
772,1117
772,1302
772,1690
772,1775
772,1971
772,1972
772,1978
772,1983
772,1986
772,2022
772,2083
772,2088
772,2092
772,2118
772,2141
772,2142
772,2153
772,2156
772,2160
772,2162
772,2171
772,2173
772,2187
772,2232
772,2244
772,2249
772,2250
772,2265
772,2267
772,2269
772,2274
772,2283
772,2284
772,2308
772,2311
772,2349
772,2370
772,2375
772,2405
772,2435
772,2462
772,2471
772,2474
772,2476
772,2477
772,2478
772,2487
772,2512
772,2520
772,2524
772,2541
772,2550
772,2554
772,2576
772,2578
